year,state,month,number,date
2001,Acre,April,0,2001-04-01
2001,Acre,May,0,2001-05-01
2001,Acre,June,1,2001-06-01
2001,Acre,July,3,2001-07-01
2001,Acre,August,396,2001-08-01
2001,Acre,September,290,2001-09-01
2001,Acre,October,137,2001-10-01
2001,Acre,November,1,2001-11-01
2001,Acre,December,0,2001-12-01
2001,Alagoas,January,5,2001-01-01
2001,Alagoas,February,4,2001-02-01
2001,Alagoas,March,0,2001-03-01
2001,Alagoas,April,0,2001-04-01
2001,Alagoas,May,2,2001-05-01
2001,Alagoas,June,2,2001-06-01
2001,Alagoas,July,0,2001-07-01
2001,Alagoas,August,1,2001-08-01
2001,Alagoas,September,5,2001-09-01
2001,Alagoas,October,15,2001-10-01
2001,Alagoas,November,22,2001-11-01
2001,Alagoas,December,30,2001-12-01
2001,Amapa,January,0,2001-01-01
2001,Amapa,February,0,2001-02-01
2001,Amapa,March,0,2001-03-01
2001,Amapa,April,0,2001-04-01
2001,Amapa,May,0,2001-05-01
2001,Amapa,June,0,2001-06-01
2001,Amapa,July,1,2001-07-01
2001,Amapa,August,12,2001-08-01
2001,Amapa,September,95,2001-09-01
2001,Amapa,October,194,2001-10-01
2001,Amapa,November,406,2001-11-01
2001,Amapa,December,593,2001-12-01
2001,Amazonas,January,3,2001-01-01
2001,Amazonas,February,8,2001-02-01
2001,Amazonas,March,6,2001-03-01
2001,Amazonas,April,1,2001-04-01
2001,Amazonas,May,0,2001-05-01
2001,Amazonas,June,5,2001-06-01
2001,Amazonas,July,9,2001-07-01
2001,Amazonas,August,501,2001-08-01
2001,Amazonas,September,166,2001-09-01
2001,Amazonas,October,332,2001-10-01
2001,Amazonas,November,244,2001-11-01
2001,Amazonas,December,22,2001-12-01
2001,Bahia,January,24,2001-01-01
2001,Bahia,February,101,2001-02-01
2001,Bahia,March,4,2001-03-01
2001,Bahia,April,26,2001-04-01
2001,Bahia,May,85,2001-05-01
2001,Bahia,June,98,2001-06-01
2001,Bahia,July,248,2001-07-01
2001,Bahia,August,979,2001-08-01
2001,Bahia,September,3.964,2001-09-01
2001,Bahia,October,1.687,2001-10-01
2001,Bahia,November,699,2001-11-01
2001,Bahia,December,158,2001-12-01
2001,Ceara,January,11,2001-01-01
2001,Ceara,February,0,2001-02-01
2001,Ceara,March,0,2001-03-01
2001,Ceara,April,2,2001-04-01
2001,Ceara,May,81,2001-05-01
2001,Ceara,June,38,2001-06-01
2001,Ceara,July,146,2001-07-01
2001,Ceara,August,219,2001-08-01
2001,Ceara,September,801,2001-09-01
2001,Ceara,October,2.045,2001-10-01
2001,Ceara,November,2.456,2001-11-01
2001,Ceara,December,545,2001-12-01
2001,Distrito Federal,January,0,2001-01-01
2001,Distrito Federal,February,1,2001-02-01
2001,Distrito Federal,March,0,2001-03-01
2001,Distrito Federal,April,0,2001-04-01
2001,Distrito Federal,May,0,2001-05-01
2001,Distrito Federal,June,3,2001-06-01
2001,Distrito Federal,July,22,2001-07-01
2001,Distrito Federal,August,25,2001-08-01
2001,Distrito Federal,September,12,2001-09-01
2001,Distrito Federal,October,0,2001-10-01
2001,Distrito Federal,November,0,2001-11-01
2001,Distrito Federal,December,1,2001-12-01
2001,Espirito Santo,January,1,2001-01-01
2001,Espirito Santo,February,5,2001-02-01
2001,Espirito Santo,March,2,2001-03-01
2001,Espirito Santo,April,2,2001-04-01
2001,Espirito Santo,May,8,2001-05-01
2001,Espirito Santo,June,9,2001-06-01
2001,Espirito Santo,July,12,2001-07-01
2001,Espirito Santo,August,30,2001-08-01
2001,Espirito Santo,September,38,2001-09-01
2001,Espirito Santo,October,19,2001-10-01
2001,Espirito Santo,November,3,2001-11-01
2001,Espirito Santo,December,1,2001-12-01
2001,Goias,January,29,2001-01-01
2001,Goias,February,9,2001-02-01
2001,Goias,March,10,2001-03-01
2001,Goias,April,49,2001-04-01
2001,Goias,May,85,2001-05-01
2001,Goias,June,212,2001-06-01
2001,Goias,July,371,2001-07-01
2001,Goias,August,787,2001-08-01
2001,Goias,September,1.863,2001-09-01
2001,Goias,October,479,2001-10-01
2001,Goias,November,15,2001-11-01
2001,Goias,December,18,2001-12-01
2001,Maranhao,January,29,2001-01-01
2001,Maranhao,February,1,2001-02-01
2001,Maranhao,March,0,2001-03-01
2001,Maranhao,April,2,2001-04-01
2001,Maranhao,May,21,2001-05-01
2001,Maranhao,June,100,2001-06-01
2001,Maranhao,July,549,2001-07-01
2001,Maranhao,August,2.037,2001-08-01
2001,Maranhao,September,4.618,2001-09-01
2001,Maranhao,October,6.661,2001-10-01
2001,Maranhao,November,3.525,2001-11-01
2001,Maranhao,December,1.296,2001-12-01
2001,Mato Grosso,January,44,2001-01-01
2001,Mato Grosso,February,54,2001-02-01
2001,Mato Grosso,March,24,2001-03-01
2001,Mato Grosso,April,309,2001-04-01
2001,Mato Grosso,May,1.193,2001-05-01
2001,Mato Grosso,June,6.665,2001-06-01
2001,Mato Grosso,July,1.555,2001-07-01
2001,Mato Grosso,August,7.762,2001-08-01
2001,Mato Grosso,September,8.49,2001-09-01
2001,Mato Grosso,October,6.543,2001-10-01
2001,Mato Grosso,November,373,2001-11-01
2001,Mato Grosso,December,37,2001-12-01
2001,Mato Grosso,January,97,2001-01-01
2001,Mato Grosso,February,89,2001-02-01
2001,Mato Grosso,March,39,2001-03-01
2001,Mato Grosso,April,108,2001-04-01
2001,Mato Grosso,May,112,2001-05-01
2001,Mato Grosso,June,249,2001-06-01
2001,Mato Grosso,July,591,2001-07-01
2001,Mato Grosso,August,2.484,2001-08-01
2001,Mato Grosso,September,1.383,2001-09-01
2001,Mato Grosso,October,563,2001-10-01
2001,Mato Grosso,November,220,2001-11-01
2001,Mato Grosso,December,143,2001-12-01
2001,Minas Gerais,January,18,2001-01-01
2001,Minas Gerais,February,39,2001-02-01
2001,Minas Gerais,March,13,2001-03-01
2001,Minas Gerais,April,60,2001-04-01
2001,Minas Gerais,May,83,2001-05-01
2001,Minas Gerais,June,166,2001-06-01
2001,Minas Gerais,July,266,2001-07-01
2001,Minas Gerais,August,858,2001-08-01
2001,Minas Gerais,September,1.597,2001-09-01
2001,Minas Gerais,October,528,2001-10-01
2001,Minas Gerais,November,62,2001-11-01
2001,Minas Gerais,December,44,2001-12-01
2001,Pará,January,34,2001-01-01
2001,Pará,February,16,2001-02-01
2001,Pará,March,0,2001-03-01
2001,Pará,April,0,2001-04-01
2001,Pará,May,7,2001-05-01
2001,Pará,June,42,2001-06-01
2001,Pará,July,708,2001-07-01
2001,Pará,August,9.043,2001-08-01
2001,Pará,September,6.139,2001-09-01
2001,Pará,October,5.096,2001-10-01
2001,Pará,November,4.938,2001-11-01
2001,Pará,December,2.564,2001-12-01
2001,Paraiba,January,11,2001-01-01
2001,Paraiba,February,6,2001-02-01
2001,Paraiba,March,0,2001-03-01
2001,Paraiba,April,0,2001-04-01
2001,Paraiba,May,4,2001-05-01
2001,Paraiba,June,0,2001-06-01
2001,Paraiba,July,8,2001-07-01
2001,Paraiba,August,34,2001-08-01
2001,Paraiba,September,98,2001-09-01
2001,Paraiba,October,279,2001-10-01
2001,Paraiba,November,294,2001-11-01
2001,Paraiba,December,70,2001-12-01
2001,Paraiba,January,32,2001-01-01
2001,Paraiba,February,8,2001-02-01
2001,Paraiba,March,12,2001-03-01
2001,Paraiba,April,43,2001-04-01
2001,Paraiba,May,26,2001-05-01
2001,Paraiba,June,43,2001-06-01
2001,Paraiba,July,122,2001-07-01
2001,Paraiba,August,342,2001-08-01
2001,Paraiba,September,258,2001-09-01
2001,Paraiba,October,209,2001-10-01
2001,Paraiba,November,89,2001-11-01
2001,Paraiba,December,85,2001-12-01
2001,Pernambuco,January,7,2001-01-01
2001,Pernambuco,February,2,2001-02-01
2001,Pernambuco,March,0,2001-03-01
2001,Pernambuco,April,2,2001-04-01
2001,Pernambuco,May,5,2001-05-01
2001,Pernambuco,June,2,2001-06-01
2001,Pernambuco,July,6,2001-07-01
2001,Pernambuco,August,27,2001-08-01
2001,Pernambuco,September,298,2001-09-01
2001,Pernambuco,October,461,2001-10-01
2001,Pernambuco,November,208,2001-11-01
2001,Pernambuco,December,62,2001-12-01
2001,Piau,January,29,2001-01-01
2001,Piau,February,0,2001-02-01
2001,Piau,March,2,2001-03-01
2001,Piau,April,1,2001-04-01
2001,Piau,May,36,2001-05-01
2001,Piau,June,87,2001-06-01
2001,Piau,July,337,2001-07-01
2001,Piau,August,1.133,2001-08-01
2001,Piau,September,2.401,2001-09-01
2001,Piau,October,3.742,2001-10-01
2001,Piau,November,1.484,2001-11-01
2001,Piau,December,230,2001-12-01
2001,Rio,January,0,2001-01-01
2001,Rio,February,3,2001-02-01
2001,Rio,March,0,2001-03-01
2001,Rio,April,2,2001-04-01
2001,Rio,May,4,2001-05-01
2001,Rio,June,13,2001-06-01
2001,Rio,July,57,2001-07-01
2001,Rio,August,129,2001-08-01
2001,Rio,September,60,2001-09-01
2001,Rio,October,33,2001-10-01
2001,Rio,November,4,2001-11-01
2001,Rio,December,2,2001-12-01
2001,Rio,January,2,2001-01-01
2001,Rio,February,0,2001-02-01
2001,Rio,March,0,2001-03-01
2001,Rio,April,10,2001-04-01
2001,Rio,May,56,2001-05-01
2001,Rio,June,13,2001-06-01
2001,Rio,July,25,2001-07-01
2001,Rio,August,55,2001-08-01
2001,Rio,September,45,2001-09-01
2001,Rio,October,34,2001-10-01
2001,Rio,November,41,2001-11-01
2001,Rio,December,20,2001-12-01
2001,Rio,January,12,2001-01-01
2001,Rio,February,32,2001-02-01
2001,Rio,March,11,2001-03-01
2001,Rio,April,3,2001-04-01
2001,Rio,May,4,2001-05-01
2001,Rio,June,1,2001-06-01
2001,Rio,July,6,2001-07-01
2001,Rio,August,36,2001-08-01
2001,Rio,September,2,2001-09-01
2001,Rio,October,13,2001-10-01
2001,Rio,November,49,2001-11-01
2001,Rio,December,80,2001-12-01
2001,Rondonia,January,0,2001-01-01
2001,Rondonia,February,2,2001-02-01
2001,Rondonia,March,0,2001-03-01
2001,Rondonia,April,0,2001-04-01
2001,Rondonia,May,5,2001-05-01
2001,Rondonia,June,31,2001-06-01
2001,Rondonia,July,74,2001-07-01
2001,Rondonia,August,2.132,2001-08-01
2001,Rondonia,September,1.927,2001-09-01
2001,Rondonia,October,796,2001-10-01
2001,Rondonia,November,91,2001-11-01
2001,Rondonia,December,1,2001-12-01
2001,Roraima,January,101,2001-01-01
2001,Roraima,February,646,2001-02-01
2001,Roraima,March,1.108,2001-03-01
2001,Roraima,April,380,2001-04-01
2001,Roraima,May,9,2001-05-01
2001,Roraima,June,1,2001-06-01
2001,Roraima,July,1,2001-07-01
2001,Roraima,August,4,2001-08-01
2001,Roraima,September,1,2001-09-01
2001,Roraima,October,13,2001-10-01
2001,Roraima,November,76,2001-11-01
2001,Roraima,December,76,2001-12-01
2001,Santa Catarina,January,11,2001-01-01
2001,Santa Catarina,February,0,2001-02-01
2001,Santa Catarina,March,1,2001-03-01
2001,Santa Catarina,April,1,2001-04-01
2001,Santa Catarina,May,2,2001-05-01
2001,Santa Catarina,June,1,2001-06-01
2001,Santa Catarina,July,5,2001-07-01
2001,Santa Catarina,August,24,2001-08-01
2001,Santa Catarina,September,18,2001-09-01
2001,Santa Catarina,October,26,2001-10-01
2001,Santa Catarina,November,66,2001-11-01
2001,Santa Catarina,December,45,2001-12-01
2001,Sao Paulo,January,26,2001-01-01
2001,Sao Paulo,February,25,2001-02-01
2001,Sao Paulo,March,35,2001-03-01
2001,Sao Paulo,April,61,2001-04-01
2001,Sao Paulo,May,211,2001-05-01
2001,Sao Paulo,June,346,2001-06-01
2001,Sao Paulo,July,538,2001-07-01
2001,Sao Paulo,August,595,2001-08-01
2001,Sao Paulo,September,425,2001-09-01
2001,Sao Paulo,October,444,2001-10-01
2001,Sao Paulo,November,168,2001-11-01
2001,Sao Paulo,December,52,2001-12-01
2001,Sergipe,January,2,2001-01-01
2001,Sergipe,February,2,2001-02-01
2001,Sergipe,March,1,2001-03-01
2001,Sergipe,April,0,2001-04-01
2001,Sergipe,May,3,2001-05-01
2001,Sergipe,June,0,2001-06-01
2001,Sergipe,July,0,2001-07-01
2001,Sergipe,August,0,2001-08-01
2001,Sergipe,September,1,2001-09-01
2001,Sergipe,October,5,2001-10-01
2001,Sergipe,November,5,2001-11-01
2001,Sergipe,December,5,2001-12-01
2001,Tocantins,January,19,2001-01-01
2001,Tocantins,February,6,2001-02-01
2001,Tocantins,March,0,2001-03-01
2001,Tocantins,April,19,2001-04-01
2001,Tocantins,May,48,2001-05-01
2001,Tocantins,June,305,2001-06-01
